issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
506,https://github.com/microsoft/apm/issues/506,closed,feat: Support Artifactory-hosted marketplace indexes,area/marketplace;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/performance;type/refactor,True,False,True,43.868717755000034
511,https://github.com/microsoft/apm/issues/511,closed,[cli-consistency] CLI Consistency Report — 2026-03-31,area/cli;type/automation;type/bug;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.858001711000043
514,https://github.com/microsoft/apm/issues/514,closed,[FEATURE] Allow `install` to download and unpack a GitHub release automatically,area/distribution;area/lockfile;area/marketplace;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.449537628999906
515,https://github.com/microsoft/apm/issues/515,closed,[FEATURE] --update should re-resolve transitive dependency tree when content changes at the same commit,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.564498835999984
518,https://github.com/microsoft/apm/issues/518,closed,feat(init): detect agentrc and suggest it in Next Steps,area/cli;type/feature,area/audit-policy;area/ci-cd;area/content-security;area/enterprise;area/mcp-config;area/package-authoring;theme/security;type/architecture;type/docs,True,False,True,43.21941064299995
519,https://github.com/microsoft/apm/issues/519,closed,feat(policy): add custom_checks for arbitrary subprocess validation in apm-policy.yml,area/audit-policy;area/docs-site;area/enterprise;theme/governance;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.25652667400004
520,https://github.com/microsoft/apm/issues/520,closed,Bug: Hook integrator does not process 'windows' property – scripts not copied and paths not rewritten,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,53.95435289400007
523,https://github.com/microsoft/apm/issues/523,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,31.703932052999903
526,https://github.com/microsoft/apm/issues/526,closed,[BUG] `apm install` does not deploy instructions to `.claude/rules/`,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.23825117599995
528,https://github.com/microsoft/apm/issues/528,closed,[cli-consistency] CLI Consistency Report — 2026-04-01,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.93831817800003
529,https://github.com/microsoft/apm/issues/529,closed,[FEATURE] Allow multiple targets in apm.yml,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,34.22028066300004
530,https://github.com/microsoft/apm/issues/530,closed,[BUG] `apm install -g --target opencode` installs skills to `~/.opencode/` instead of `~/.config/opencode/`,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.205017062000024
533,https://github.com/microsoft/apm/issues/533,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.00318168500007
534,https://github.com/microsoft/apm/issues/534,closed,[BUG] Duplicate dependency names under `apm` cause one `humanizer` entry to overwrite the other,type/bug,area/audit-policy;area/ci-cd;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/performance;type/refactor,True,False,True,44.18262320500003
535,https://github.com/microsoft/apm/issues/535,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/mcp-config;area/package-authoring;type/architecture;type/automation,False,,True,53.838432699999885
538,https://github.com/microsoft/apm/issues/538,closed,[BUG] copy_skill_to_target falls back to project-scope active_targets when targets=None at user scope,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.12644699999987
539,https://github.com/microsoft/apm/issues/539,closed,[BUG] sync_integration() hard-codes skill prefixes -- misses user-scope paths during uninstall,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.839633527000046
541,https://github.com/microsoft/apm/issues/541,closed,feat: target-aware hook event diagnostics,area/cli;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.73476235399994
544,https://github.com/microsoft/apm/issues/544,closed,[cli-consistency] CLI Consistency Report — 2026-04-02,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.221033615000124
548,https://github.com/microsoft/apm/issues/548,closed,[BUG] apm deps update skips transitive deps due to download_callback using locked SHA,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.24157557500007
549,https://github.com/microsoft/apm/issues/549,closed,[FEATURE] Web UI,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,25.91394115700018
